step,experiment,type,N,baseline,empathy_alpha,hetero_tag,learn_alpha_signal,alpha1,alpha2,alpha3,alpha4,a1,a2,a3,a4,r1,r2,r3,r4,total_reward,coop_strict,coop_fraction,ineq_var,stock_level,collapse,ma_coop_strict,ma_coop_fraction,ma_total_reward,ma_ineq_var,ma_stock_level,ma_collapse
0,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.5,0.8,1.0,S,S,S,H,2.6667,2.6667,2.6667,3.0,11.0,0,0.75,0.020833,,,,,,,,
1,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.5,0.8,1.0,S,H,S,H,1.3333,2.6667,1.3333,2.6667,8.0,0,0.5,0.444444,,,,,,,,
2,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.5,0.8,1.0,H,S,S,H,2.6667,1.3333,1.3333,2.6667,8.0,0,0.5,0.444444,,,,,,,,
3,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.5,0.8,1.0,H,H,S,H,2.3333,2.3333,0.0,2.3333,7.0,0,0.25,1.020833,,,,,,,,
4,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.5,0.8,1.0,H,S,H,S,2.6667,1.3333,2.6667,1.3333,8.0,0,0.5,0.444444,,,,,,,,
5,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.8,0.2,H,S,S,S,3.0,2.6667,2.6667,2.6667,11.0,0,0.75,0.020833,,,,,,,,
6,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.8,0.2,S,S,H,S,2.6667,2.6667,3.0,2.6667,11.0,0,0.75,0.020833,,,,,,,,
7,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,S,H,S,S,2.6667,3.0,2.6667,2.6667,11.0,0,0.75,0.020833,,,,,,,,
8,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,S,H,S,S,2.6667,3.0,2.6667,2.6667,11.0,0,0.75,0.020833,,,,,,,,
9,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,S,S,S,H,2.6667,2.6667,2.6667,3.0,11.0,0,0.75,0.020833,,,,,,,,
10,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,1.0,H,H,S,H,2.3333,2.3333,0.0,2.3333,7.0,0,0.25,1.020833,,,,,,,,
11,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,H,S,S,S,3.0,2.6667,2.6667,2.6667,11.0,0,0.75,0.020833,,,,,,,,
12,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,S,S,S,S,4.0,4.0,4.0,4.0,16.0,1,1.0,0.0,,,,,,,,
13,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,H,S,S,S,3.0,2.6667,2.6667,2.6667,11.0,0,0.75,0.020833,,,,,,,,
14,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,H,H,S,H,2.3333,2.3333,0.0,2.3333,7.0,0,0.25,1.020833,,,,,,,,
15,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,S,H,S,S,2.6667,3.0,2.6667,2.6667,11.0,0,0.75,0.020833,,,,,,,,
16,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,S,S,S,H,2.6667,2.6667,2.6667,3.0,11.0,0,0.75,0.020833,,,,,,,,
17,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,H,S,S,S,3.0,2.6667,2.6667,2.6667,11.0,0,0.75,0.020833,,,,,,,,
18,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,H,H,H,S,2.3333,2.3333,2.3333,0.0,7.0,0,0.25,1.020833,,,,,,,,
19,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,S,S,S,H,2.6667,2.6667,2.6667,3.0,11.0,0,0.75,0.020833,,,,,,,,
20,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,H,S,H,H,2.3333,0.0,2.3333,2.3333,7.0,0,0.25,1.020833,,,,,,,,
21,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,S,H,S,H,1.3333,2.6667,1.3333,2.6667,8.0,0,0.5,0.444444,,,,,,,,
22,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,S,H,S,S,2.6667,3.0,2.6667,2.6667,11.0,0,0.75,0.020833,,,,,,,,
23,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.0,0.0,0.2,S,H,H,H,0.0,2.3333,2.3333,2.3333,7.0,0,0.25,1.020833,,,,,,,,
24,sh_N4,matrix,4,learn_alpha,1.0,,team,0.0,0.2,0.8,0.2,H,H,H,S,2.3333,2.3333,2.3333,0.0,7.0,0,0.25,1.020833,,,,,,,,
25,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,S,H,H,H,0.0,2.3333,2.3333,2.3333,7.0,0,0.25,1.020833,,,,,,,,
26,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,S,S,H,H,1.3333,1.3333,2.6667,2.6667,8.0,0,0.5,0.444444,,,,,,,,
27,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,H,H,S,S,2.6667,2.6667,1.3333,1.3333,8.0,0,0.5,0.444444,,,,,,,,
28,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,S,H,H,S,1.3333,2.6667,2.6667,1.3333,8.0,0,0.5,0.444444,,,,,,,,
29,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,H,S,H,S,2.6667,1.3333,2.6667,1.3333,8.0,0,0.5,0.444444,,,,,,,,
30,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,S,S,H,S,2.6667,2.6667,3.0,2.6667,11.0,0,0.75,0.020833,,,,,,,,
31,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.0,0.0,0.2,H,H,S,H,2.3333,2.3333,0.0,2.3333,7.0,0,0.25,1.020833,,,,,,,,
32,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,H,S,S,H,2.6667,1.3333,1.3333,2.6667,8.0,0,0.5,0.444444,,,,,,,,
33,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,H,S,S,H,2.6667,1.3333,1.3333,2.6667,8.0,0,0.5,0.444444,,,,,,,,
34,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,S,S,S,S,4.0,4.0,4.0,4.0,16.0,1,1.0,0.0,,,,,,,,
35,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,S,H,S,S,2.6667,3.0,2.6667,2.6667,11.0,0,0.75,0.020833,,,,,,,,
36,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,H,H,H,S,2.3333,2.3333,2.3333,0.0,7.0,0,0.25,1.020833,,,,,,,,
37,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,H,S,S,S,3.0,2.6667,2.6667,2.6667,11.0,0,0.75,0.020833,,,,,,,,
38,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,H,S,S,S,3.0,2.6667,2.6667,2.6667,11.0,0,0.75,0.020833,,,,,,,,
39,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,H,S,H,S,2.6667,1.3333,2.6667,1.3333,8.0,0,0.5,0.444444,,,,,,,,
40,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,H,H,H,S,2.3333,2.3333,2.3333,0.0,7.0,0,0.25,1.020833,,,,,,,,
41,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,1.0,0.0,0.0,H,H,H,H,2.0,2.0,2.0,2.0,8.0,0,0.0,0.0,,,,,,,,
42,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,H,H,H,H,2.0,2.0,2.0,2.0,8.0,0,0.0,0.0,,,,,,,,
43,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,H,H,H,H,2.0,2.0,2.0,2.0,8.0,0,0.0,0.0,,,,,,,,
44,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,H,S,H,H,2.3333,0.0,2.3333,2.3333,7.0,0,0.25,1.020833,,,,,,,,
45,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.8,0.0,0.2,S,H,H,H,0.0,2.3333,2.3333,2.3333,7.0,0,0.25,1.020833,,,,,,,,
46,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,S,S,H,S,2.6667,2.6667,3.0,2.6667,11.0,0,0.75,0.020833,,,,,,,,
47,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,H,H,H,S,2.3333,2.3333,2.3333,0.0,7.0,0,0.25,1.020833,,,,,,,,
48,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.0,0.2,H,S,S,H,2.6667,1.3333,1.3333,2.6667,8.0,0,0.5,0.444444,,,,,,,,
49,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,1.0,0.2,S,S,H,S,2.6667,2.6667,3.0,2.6667,11.0,0,0.75,0.020833,,,,,,,,
50,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.0,1.0,0.2,S,S,S,S,4.0,4.0,4.0,4.0,16.0,1,1.0,0.0,,,,,,,,
51,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.0,1.0,0.2,S,H,H,S,1.3333,2.6667,2.6667,1.3333,8.0,0,0.5,0.444444,,,,,,,,
52,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.0,0.5,0.2,H,S,S,S,3.0,2.6667,2.6667,2.6667,11.0,0,0.75,0.020833,,,,,,,,
53,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.0,1.0,0.2,H,H,S,S,2.6667,2.6667,1.3333,1.3333,8.0,0,0.5,0.444444,,,,,,,,
54,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.0,0.5,0.2,S,H,S,H,1.3333,2.6667,1.3333,2.6667,8.0,0,0.5,0.444444,,,,,,,,
55,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,1.0,0.2,H,H,S,H,2.3333,2.3333,0.0,2.3333,7.0,0,0.25,1.020833,,,,,,,,
56,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,1.0,0.2,H,S,S,S,3.0,2.6667,2.6667,2.6667,11.0,0,0.75,0.020833,,,,,,,,
57,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,1.0,0.2,H,S,S,H,2.6667,1.3333,1.3333,2.6667,8.0,0,0.5,0.444444,,,,,,,,
58,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,1.0,0.2,S,S,S,S,4.0,4.0,4.0,4.0,16.0,1,1.0,0.0,,,,,,,,
59,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.5,0.2,S,H,S,S,2.6667,3.0,2.6667,2.6667,11.0,0,0.75,0.020833,,,,,,,,
60,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,1.0,0.2,H,H,S,H,2.3333,2.3333,0.0,2.3333,7.0,0,0.25,1.020833,,,,,,,,
61,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,1.0,0.2,H,S,S,H,2.6667,1.3333,1.3333,2.6667,8.0,0,0.5,0.444444,,,,,,,,
62,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.5,1.0,0.2,S,H,H,S,1.3333,2.6667,2.6667,1.3333,8.0,0,0.5,0.444444,,,,,,,,
63,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.5,0.2,H,H,H,H,2.0,2.0,2.0,2.0,8.0,0,0.0,0.0,,,,,,,,
64,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,1.0,0.2,S,H,S,H,1.3333,2.6667,1.3333,2.6667,8.0,0,0.5,0.444444,,,,,,,,
65,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.2,1.0,0.2,S,H,S,H,1.3333,2.6667,1.3333,2.6667,8.0,0,0.5,0.444444,,,,,,,,
66,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,1.0,0.2,S,H,S,H,1.3333,2.6667,1.3333,2.6667,8.0,0,0.5,0.444444,,,,,,,,
67,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.5,0.2,S,H,S,H,1.3333,2.6667,1.3333,2.6667,8.0,0,0.5,0.444444,,,,,,,,
68,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,1.0,0.2,S,S,H,S,2.6667,2.6667,3.0,2.6667,11.0,0,0.75,0.020833,,,,,,,,
69,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,1.0,0.2,S,H,S,H,1.3333,2.6667,1.3333,2.6667,8.0,0,0.5,0.444444,,,,,,,,
70,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,1.0,0.2,H,S,S,S,3.0,2.6667,2.6667,2.6667,11.0,0,0.75,0.020833,,,,,,,,
71,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,1.0,0.8,H,S,S,H,2.6667,1.3333,1.3333,2.6667,8.0,0,0.5,0.444444,,,,,,,,
72,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,1.0,0.2,H,S,H,H,2.3333,0.0,2.3333,2.3333,7.0,0,0.25,1.020833,,,,,,,,
73,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.2,0.2,S,H,S,S,2.6667,3.0,2.6667,2.6667,11.0,0,0.75,0.020833,,,,,,,,
74,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,0.2,0.2,H,H,S,H,2.3333,2.3333,0.0,2.3333,7.0,0,0.25,1.020833,,,,,,,,
75,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,1.0,1.0,0.2,H,S,S,S,3.0,2.6667,2.6667,2.6667,11.0,0,0.75,0.020833,,,,,,,,
76,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,1.0,1.0,0.2,S,S,H,H,1.3333,1.3333,2.6667,2.6667,8.0,0,0.5,0.444444,,,,,,,,
77,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,1.0,0.2,H,S,S,S,3.0,2.6667,2.6667,2.6667,11.0,0,0.75,0.020833,,,,,,,,
78,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.0,1.0,0.2,S,S,S,S,4.0,4.0,4.0,4.0,16.0,1,1.0,0.0,,,,,,,,
79,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.2,1.0,0.2,S,S,H,S,2.6667,2.6667,3.0,2.6667,11.0,0,0.75,0.020833,,,,,,,,
80,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.0,1.0,0.2,S,H,S,S,2.6667,3.0,2.6667,2.6667,11.0,0,0.75,0.020833,,,,,,,,
81,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.0,1.0,0.2,S,H,S,H,1.3333,2.6667,1.3333,2.6667,8.0,0,0.5,0.444444,,,,,,,,
82,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.0,1.0,0.2,S,H,H,S,1.3333,2.6667,2.6667,1.3333,8.0,0,0.5,0.444444,,,,,,,,
